Age,Gender,Location,Lead_Source,Interest_Level,Follow_Ups,Lead_Converted,Course,Course_Level,Course_Duration_Weeks,Attendance,Test_Score,Project_Marks,Performance_Score,PIP_Flag,Top_Performer_Flag,Joined,Employment_Type,Basic_Salary,HRA,TA,PF,CTC
41,Female,Italy,Referral,3,6,1,Business Analytics,Beginner,15,85,76,66,73.8,0,0,1,Contract,2646,539.96,245.42,290.87,3722.25
22,Female,Germany,LinkedIn,5,7,1,Business Analytics,Intermediate,6,83,44,49,53.8,1,0,0,Contract,2859,637.51,234.58,312.93,4044.02
27,Female,Poland,Website,5,5,1,ML Engineering,Intermediate,10,72,68,92,78.4,0,0,1,Contract,2867,688.82,274.74,304.52,4135.08
33,Male,Germany,Website,2,4,1,Python,Beginner,20,91,71,84,80.2,0,0,1,Permanent,3930,914.61,344.05,461.41,5650.07
43,Male,Italy,Referral,5,2,1,Python,Advanced,22,96,99,95,96.8,0,1,1,Permanent,2866,626.9,293.67,296.37,4082.94
37,Female,Poland,Walk-in,5,1,1,HR Analytics,Intermediate,21,63,92,60,73.4,0,0,1,Contract,1838,377.45,197.98,196.76,2610.18
34,Male,Italy,Walk-in,5,6,1,Data Science,Beginner,4,72,45,57,55.2,1,0,1,Contract,2038,418.92,206.42,235.36,2898.69
41,Female,Poland,Website,3,6,1,Python,Advanced,8,68,41,70,58.0,1,0,1,Contract,2836,685.06,276.14,285.33,4082.53
42,Male,Italy,Email Campaign,5,0,1,ML Engineering,Advanced,5,93,45,75,66.6,0,0,1,Contract,1921,351.06,183.44,217.95,2673.45
21,Female,France,Referral,5,4,1,Python,Intermediate,4,96,85,96,91.6,0,1,1,Permanent,3505,873.3,398.41,407.73,5184.44
29,Female,Italy,Referral,5,0,1,Business Analytics,Advanced,10,66,82,83,79.2,0,0,1,Contract,2483,562.42,220.43,294.6,3560.44
21,Female,France,Email Campaign,1,6,0,Data Science,Advanced,14,60,43,92,66.0,0,0,0,Contract,2254,513.19,246.52,264.9,3278.61
36,Male,Italy,Walk-in,3,6,1,HR Analytics,Beginner,14,71,95,67,79.0,0,0,1,Contract,2167,395.82,239.02,230.54,3032.38
27,Female,Poland,Walk-in,2,2,0,Data Science,Beginner,21,80,68,92,80.0,0,0,0,Contract,2558,568.87,247.53,285.8,3660.2
20,Male,Poland,LinkedIn,1,4,0,Business Analytics,Advanced,20,70,98,56,75.6,0,0,0,Contract,2046,437.71,188.01,207.76,2879.48
28,Male,Poland,Referral,4,3,1,Business Analytics,Beginner,5,73,64,58,63.4,0,0,1,Contract,2722,510.12,268.99,286.24,3787.35
30,Female,Spain,Email Campaign,3,1,0,Business Analytics,Advanced,10,93,48,62,62.6,0,0,0,Contract,2868,572.04,240.13,292.2,3972.37
41,Female,Germany,Website,3,7,1,Business Analytics,Intermediate,10,93,95,71,85.0,0,0,1,Permanent,3596,871.39,294.29,382.27,5143.94
35,Female,Poland,LinkedIn,4,2,1,ML Engineering,Beginner,13,84,42,72,62.4,0,0,1,Contract,2174,475.02,183.63,255.45,3088.1
26,Female,France,Referral,4,6,1,HR Analytics,Advanced,6,63,65,62,63.4,0,0,1,Contract,2006,419.13,175.5,214.53,2815.16
29,Male,Poland,LinkedIn,4,7,1,Business Analytics,Advanced,15,85,87,60,75.8,0,0,1,Contract,2318,429.03,232.19,257.85,3237.07
42,Male,Spain,Website,2,2,0,Business Analytics,Beginner,6,75,82,96,86.2,0,1,0,Contract,2041,469.41,232.6,221.79,2964.8
22,Female,France,Website,5,1,1,Python,Beginner,14,69,66,60,64.2,0,0,1,Contract,2937,673.16,262.64,320.66,4193.46
37,Male,Spain,Walk-in,3,6,1,HR Analytics,Intermediate,15,61,75,57,65.0,0,0,1,Contract,2618,583.77,307.37,312.57,3821.71
44,Male,France,Website,5,1,1,Data Science,Advanced,7,94,71,73,76.4,0,0,1,Contract,2101,453.22,248.33,222.54,3025.1
43,Male,Italy,Referral,5,7,1,HR Analytics,Intermediate,19,78,40,53,52.8,1,0,0,Contract,2919,614.06,345.48,328.52,4207.06
32,Male,Germany,Website,4,3,1,HR Analytics,Intermediate,23,65,96,70,79.4,0,0,1,Contract,2500,553.82,283.76,271.0,3608.58
26,Male,Germany,Website,2,2,0,HR Analytics,Intermediate,21,78,92,72,81.2,0,0,0,Contract,2087,409.76,197.33,211.25,2905.34
44,Male,Spain,Website,1,5,0,Business Analytics,Beginner,7,67,93,85,84.6,0,0,0,Contract,1953,480.22,161.92,214.41,2809.55
23,Male,Germany,Website,2,2,0,Business Analytics,Intermediate,9,73,55,57,59.4,1,0,0,Contract,2222,491.54,228.32,258.34,3200.2
32,Male,Spain,Email Campaign,5,0,1,ML Engineering,Beginner,18,69,90,80,81.8,0,0,1,Permanent,3049,615.24,312.06,310.92,4287.22
39,Female,Spain,Website,2,4,1,Data Science,Beginner,4,62,87,53,68.4,0,0,1,Contract,1849,391.02,210.78,187.47,2638.28
20,Male,Spain,Walk-in,4,4,1,Python,Intermediate,6,97,50,91,75.8,0,0,1,Contract,2363,558.61,283.18,243.56,3448.35
27,Male,Germany,LinkedIn,1,0,0,HR Analytics,Intermediate,8,88,65,58,66.8,0,0,0,Contract,2653,507.55,266.17,305.86,3732.58
33,Female,Spain,Referral,4,6,1,Data Science,Advanced,20,74,79,95,84.4,0,0,1,Permanent,3553,712.37,333.3,406.75,5005.42
35,Male,Germany,LinkedIn,1,4,1,Data Science,Intermediate,17,82,94,56,76.4,0,0,1,Contract,2461,560.04,215.18,273.91,3510.13
33,Female,Spain,Referral,5,1,1,ML Engineering,Advanced,12,82,40,97,71.2,0,0,1,Contract,2364,477.73,189.57,258.54,3289.84
31,Female,Poland,Email Campaign,1,7,1,Python,Intermediate,6,77,65,76,71.8,0,0,1,Contract,2012,473.78,201.93,236.95,2924.66
38,Male,Spain,Website,1,7,1,HR Analytics,Intermediate,16,78,67,82,75.2,0,0,1,Contract,2889,546.4,295.32,333.2,4063.92
42,Male,France,Referral,1,4,0,Python,Intermediate,6,87,92,47,73.0,0,0,0,Contract,2610,609.14,294.92,303.38,3817.45
34,Female,Spain,Email Campaign,2,4,1,ML Engineering,Intermediate,14,85,97,98,95.0,0,1,1,Permanent,3553,656.54,355.95,413.09,4978.58
21,Female,Italy,Walk-in,2,0,0,Business Analytics,Advanced,5,69,48,96,71.4,0,0,0,Contract,2960,535.41,345.31,334.05,4174.77
21,Male,Spain,Email Campaign,5,6,1,Data Science,Advanced,18,63,99,60,76.2,0,0,1,Contract,2680,650.91,281.73,292.55,3905.19
42,Female,France,Referral,1,3,0,HR Analytics,Intermediate,16,61,98,64,77.0,0,0,0,Contract,2888,637.36,328.12,338.74,4192.22
41,Male,France,Email Campaign,3,4,1,Business Analytics,Intermediate,22,62,83,76,76.0,0,0,1,Contract,2955,604.68,253.93,350.23,4163.83
38,Female,Germany,Referral,5,5,1,ML Engineering,Advanced,19,66,61,67,64.4,0,0,1,Contract,2133,418.67,243.62,214.32,3009.6
44,Male,Poland,Referral,1,4,0,Python,Beginner,21,75,47,61,58.2,1,0,0,Contract,1831,408.65,195.93,184.99,2620.56
41,Female,Spain,Website,1,3,0,Data Science,Beginner,10,90,97,60,80.8,0,0,0,Contract,2667,575.09,231.52,317.84,3791.45
41,Female,Germany,LinkedIn,2,0,0,HR Analytics,Beginner,16,69,88,82,81.8,0,0,0,Contract,2697,672.66,236.23,284.65,3890.55
36,Female,Poland,Website,5,3,1,Business Analytics,Advanced,7,78,81,52,68.8,0,0,1,Contract,2965,737.77,347.08,348.29,4398.14
39,Male,Spain,Referral,1,0,0,Business Analytics,Advanced,12,87,66,63,69.0,0,0,0,Contract,2400,538.68,195.09,258.66,3392.44
29,Male,Italy,Email Campaign,1,1,0,Data Science,Beginner,13,76,78,74,76.0,0,0,0,Contract,2787,588.06,274.52,285.34,3934.92
25,Male,Spain,Website,5,0,1,Python,Beginner,12,87,58,78,71.8,0,0,1,Contract,2972,637.14,275.03,301.98,4186.14
34,Male,France,Website,3,1,0,ML Engineering,Intermediate,10,78,64,58,64.4,0,0,0,Contract,2398,546.2,255.63,247.31,3447.14
41,Male,France,Website,5,1,1,Python,Advanced,18,96,77,66,76.4,0,0,1,Contract,2319,433.91,263.4,243.49,3259.8
30,Female,Italy,Walk-in,5,0,1,Python,Advanced,11,82,60,88,75.6,0,0,1,Contract,2668,541.56,251.9,292.87,3754.33
24,Male,Germany,Referral,3,5,1,Python,Beginner,22,79,63,61,65.4,0,0,1,Contract,1815,336.26,176.19,206.96,2534.42
20,Male,Poland,Referral,5,2,1,Data Science,Beginner,14,72,63,59,63.2,0,0,1,Contract,2929,542.26,349.36,350.68,4171.31
27,Female,Spain,Email Campaign,1,0,0,Data Science,Advanced,8,72,99,94,91.6,0,1,0,Contract,2082,403.3,231.84,226.58,2943.73
40,Female,France,Email Campaign,5,4,1,ML Engineering,Intermediate,5,70,99,92,90.4,0,1,1,Permanent,2967,634.84,343.84,327.45,4273.13
31,Female,Germany,Referral,3,5,1,Python,Beginner,13,74,58,76,68.4,0,0,1,Contract,2160,507.46,210.71,238.54,3116.71
31,Female,Italy,LinkedIn,4,5,1,Data Science,Advanced,19,76,89,57,73.6,0,0,1,Contract,2858,611.57,255.4,316.63,4041.6
24,Male,France,Email Campaign,5,4,1,ML Engineering,Advanced,16,87,86,65,77.8,0,0,1,Contract,1912,389.06,184.46,211.0,2696.52
26,Male,Italy,LinkedIn,2,2,0,ML Engineering,Intermediate,11,78,41,93,69.2,0,0,0,Contract,2107,391.41,228.91,211.07,2938.39
23,Female,Spain,Website,1,5,0,Python,Intermediate,12,63,53,84,67.4,0,0,0,Contract,2758,602.68,232.71,275.9,3869.29
25,Female,Poland,Email Campaign,1,1,0,HR Analytics,Beginner,14,81,92,77,83.8,0,0,0,Contract,2876,572.29,261.19,293.22,4002.7
32,Male,France,Referral,2,7,1,Python,Beginner,14,81,71,71,73.0,0,0,1,Contract,2904,647.72,237.74,296.3,4085.76
39,Female,France,Website,2,2,0,HR Analytics,Beginner,19,96,81,79,83.2,0,0,0,Contract,2633,654.05,256.17,300.42,3843.64
34,Male,Spain,Referral,5,6,1,ML Engineering,Advanced,13,98,71,60,72.0,0,0,1,Contract,2041,383.28,230.83,212.46,2867.58
22,Male,Germany,Website,2,4,1,Data Science,Beginner,15,93,67,72,74.2,0,0,1,Contract,1830,356.57,148.21,215.75,2550.53
42,Male,Poland,Website,4,2,1,Business Analytics,Advanced,9,92,87,78,84.4,0,0,1,Permanent,2865,610.58,306.59,339.71,4121.88
27,Male,France,Email Campaign,3,0,0,ML Engineering,Beginner,15,99,78,91,87.4,0,1,0,Contract,2668,661.14,312.96,318.87,3960.97
39,Male,Poland,Website,2,7,1,Data Science,Intermediate,13,92,79,45,68.0,0,0,1,Contract,2032,475.54,181.82,241.36,2930.72
35,Male,France,Referral,2,2,0,ML Engineering,Intermediate,21,71,81,85,80.6,0,0,0,Contract,2857,693.9,307.83,301.24,4159.96
32,Female,Poland,Referral,4,1,1,Python,Advanced,21,61,86,92,83.4,0,0,1,Permanent,2974,604.79,353.92,327.72,4260.43
37,Male,Italy,Website,1,7,0,HR Analytics,Intermediate,7,87,79,75,79.0,0,0,0,Contract,1858,463.46,220.16,192.32,2733.94
29,Male,France,Walk-in,1,0,0,ML Engineering,Advanced,12,69,52,80,66.6,0,0,0,Contract,2570,481.1,229.75,298.44,3579.29
38,Female,Poland,Website,5,3,1,Data Science,Advanced,10,81,51,88,71.8,0,0,1,Contract,2901,532.94,243.72,341.65,4019.31
36,Female,Germany,Referral,4,4,1,Python,Intermediate,21,76,47,77,64.8,0,0,1,Contract,2517,603.81,216.29,294.55,3631.65
43,Female,Italy,Referral,3,7,1,Business Analytics,Advanced,11,85,54,77,69.4,0,0,1,Contract,2101,514.55,227.08,228.31,3070.94
38,Female,Italy,Website,3,4,1,Python,Intermediate,14,62,65,83,71.6,0,0,1,Contract,2602,484.86,283.7,299.68,3670.24
42,Female,Germany,Website,4,2,1,HR Analytics,Beginner,10,66,51,62,58.4,1,0,1,Contract,2696,506.69,288.39,274.86,3765.94
24,Male,Poland,LinkedIn,3,5,1,Python,Beginner,12,67,82,67,73.0,0,0,1,Contract,1911,348.42,178.57,192.64,2630.63
40,Male,Spain,Walk-in,1,0,0,Business Analytics,Intermediate,11,79,90,67,78.6,0,0,0,Contract,2116,396.36,183.65,243.48,2939.49
42,Male,Germany,Website,3,3,1,Data Science,Intermediate,6,71,85,59,71.8,0,0,1,Contract,2968,577.75,306.39,322.05,4174.19
28,Male,Poland,LinkedIn,3,0,0,ML Engineering,Intermediate,20,94,66,70,73.2,0,0,0,Contract,2467,611.58,245.09,295.82,3619.49
31,Male,Germany,LinkedIn,4,4,1,HR Analytics,Intermediate,5,76,57,74,67.6,0,0,1,Contract,2489,564.38,271.68,253.74,3578.81
40,Female,Germany,Email Campaign,4,0,1,Business Analytics,Beginner,18,87,84,69,78.6,0,0,1,Contract,1817,426.08,177.44,212.79,2633.32
20,Male,France,Referral,3,3,1,HR Analytics,Advanced,17,69,75,89,79.4,0,0,1,Contract,2978,697.83,278.58,326.39,4280.8
20,Male,Poland,Referral,2,5,1,Python,Advanced,21,81,88,60,75.4,0,0,1,Contract,2577,560.38,236.41,300.33,3674.13
34,Male,Spain,Referral,4,2,1,HR Analytics,Beginner,19,97,90,83,88.6,0,1,1,Permanent,3709,874.67,328.09,431.51,5343.28
21,Female,France,LinkedIn,5,1,1,Business Analytics,Advanced,23,92,66,92,81.6,0,0,1,Permanent,2914,646.05,264.1,344.78,4168.93
41,Male,Germany,Email Campaign,5,0,1,ML Engineering,Beginner,7,81,48,89,71.0,0,0,1,Contract,2327,470.1,194.99,246.56,3238.65
35,Female,Germany,Website,1,7,1,ML Engineering,Advanced,23,96,94,58,80.0,0,0,1,Contract,1811,397.11,170.01,215.5,2593.62
44,Male,Germany,Referral,3,1,0,HR Analytics,Intermediate,9,72,78,61,70.0,0,0,0,Contract,2898,629.87,236.08,298.59,4062.54
27,Male,Poland,Walk-in,2,4,1,Data Science,Intermediate,9,86,40,56,55.6,1,0,1,Contract,2011,477.9,175.88,204.4,2869.17
32,Male,Poland,Email Campaign,1,2,0,HR Analytics,Intermediate,14,74,46,73,62.4,0,0,0,Contract,2440,606.88,268.08,265.06,3580.03
40,Female,France,Walk-in,3,6,1,Python,Beginner,20,81,65,76,72.6,0,0,1,Contract,2082,434.67,193.67,242.69,2953.02
20,Male,Spain,Email Campaign,4,2,1,ML Engineering,Beginner,6,89,46,68,63.4,0,0,1,Contract,2579,602.03,275.26,282.32,3738.61
35,Female,France,Referral,5,0,1,ML Engineering,Advanced,16,99,91,96,94.6,0,1,1,Permanent,2578,482.04,280.17,300.56,3640.77
26,Male,Italy,LinkedIn,2,7,1,ML Engineering,Advanced,6,96,46,57,60.4,0,0,1,Contract,2832,663.76,292.4,324.53,4112.69
24,Male,Germany,LinkedIn,5,5,1,Data Science,Advanced,19,93,47,64,63.0,0,0,1,Contract,2476,510.05,293.03,257.97,3537.05
41,Female,Germany,Website,4,2,1,Data Science,Beginner,18,93,55,59,64.2,0,0,1,Contract,2504,457.62,202.47,297.92,3462.01
42,Female,Germany,Referral,3,0,0,Business Analytics,Advanced,14,94,42,97,74.4,0,0,0,Contract,2225,457.08,243.74,225.2,3151.02
22,Female,France,LinkedIn,4,0,0,HR Analytics,Intermediate,21,78,84,48,68.4,0,0,0,Contract,2390,532.36,282.86,281.94,3487.16
31,Female,France,Website,4,1,1,HR Analytics,Advanced,18,67,49,98,72.2,0,0,1,Contract,1890,355.98,216.39,200.51,2662.87
35,Female,Germany,Email Campaign,5,2,1,Python,Intermediate,8,98,89,78,86.4,0,1,1,Permanent,2793,683.4,242.2,307.24,4025.83
38,Female,France,LinkedIn,2,0,0,ML Engineering,Beginner,19,92,46,72,65.6,0,0,0,Contract,2243,415.94,208.76,243.25,3110.94
24,Female,Poland,Walk-in,4,1,1,Data Science,Intermediate,19,87,60,94,79.0,0,0,1,Contract,1878,460.3,163.19,194.25,2695.75
41,Female,Poland,Website,5,7,1,Python,Intermediate,20,96,92,46,74.4,0,0,1,Contract,2726,625.62,283.65,292.13,3927.39
44,Female,France,Website,2,3,0,Python,Intermediate,12,84,76,91,83.6,0,0,0,Contract,1902,386.26,206.34,197.54,2692.14
33,Female,Germany,LinkedIn,3,7,1,Data Science,Beginner,6,95,70,74,76.6,0,0,1,Contract,2422,502.21,224.48,252.08,3400.76
24,Female,France,Website,3,6,1,HR Analytics,Beginner,23,76,62,70,68.0,0,0,1,Contract,2789,646.65,283.31,289.33,4008.29
34,Male,France,LinkedIn,1,1,0,ML Engineering,Beginner,16,83,96,95,93.0,0,1,0,Contract,2033,451.54,218.83,223.18,2926.54
36,Female,France,Email Campaign,5,1,1,HR Analytics,Beginner,6,80,66,91,78.8,0,0,1,Contract,2443,554.6,236.61,283.29,3517.5
33,Female,Italy,Website,2,0,0,Python,Advanced,10,61,95,70,78.2,0,0,0,Contract,2589,536.55,295.56,288.36,3709.47
39,Male,Poland,Referral,4,4,1,ML Engineering,Beginner,9,90,61,64,68.0,0,0,1,Contract,2186,468.13,242.34,257.65,3154.12
24,Female,Spain,Referral,3,4,1,Business Analytics,Intermediate,12,92,78,86,84.0,0,0,1,Permanent,2583,643.92,213.32,291.18,3731.42
31,Male,Spain,Referral,2,5,1,Python,Beginner,15,89,96,72,85.0,0,0,1,Permanent,3042,593.11,318.94,346.14,4300.19
35,Male,Italy,Walk-in,5,4,1,HR Analytics,Advanced,18,71,66,64,66.2,0,0,1,Contract,2984,624.4,266.81,338.24,4213.45
35,Female,France,Email Campaign,1,1,0,HR Analytics,Advanced,23,71,93,55,73.4,0,0,0,Contract,2940,589.26,300.76,320.43,4150.45
40,Male,Italy,LinkedIn,3,5,1,HR Analytics,Advanced,6,83,88,54,73.4,0,0,1,Contract,2040,476.46,241.28,232.13,2989.87
26,Female,Italy,LinkedIn,2,7,1,Data Science,Intermediate,13,83,43,67,60.6,0,0,1,Contract,2849,665.19,328.1,288.87,4131.16
23,Female,Germany,Referral,2,0,0,Python,Beginner,4,70,63,81,71.6,0,0,0,Contract,2361,473.31,227.08,276.7,3338.1
20,Male,Poland,Walk-in,2,7,1,ML Engineering,Beginner,22,72,62,85,73.2,0,0,1,Contract,2605,483.74,238.78,301.02,3628.54
24,Male,Spain,LinkedIn,5,2,1,HR Analytics,Beginner,22,86,87,96,90.4,0,1,1,Permanent,3575,646.36,319.52,375.03,4915.91
42,Male,France,LinkedIn,5,6,1,HR Analytics,Intermediate,16,67,58,63,61.8,0,0,1,Contract,2604,546.64,263.79,300.4,3714.82
29,Female,Spain,Email Campaign,5,6,1,Data Science,Intermediate,15,69,81,89,81.8,0,0,1,Permanent,2792,582.76,236.12,279.91,3890.78
41,Female,Spain,Website,4,1,1,ML Engineering,Advanced,4,67,42,62,55.0,1,0,0,Contract,2531,630.69,258.09,264.1,3683.88
24,Female,Poland,Email Campaign,2,1,0,Python,Advanced,22,79,66,93,79.4,0,0,0,Contract,2267,482.61,181.48,229.65,3160.75
23,Male,Spain,Website,3,5,1,Business Analytics,Beginner,19,67,42,71,58.6,1,0,1,Contract,1848,365.81,171.78,213.64,2599.23
21,Female,Spain,Referral,5,0,1,Data Science,Intermediate,18,68,67,50,60.4,0,0,1,Contract,1845,447.2,163.83,212.39,2668.43
39,Male,Italy,Referral,5,3,1,Python,Intermediate,19,66,56,54,57.2,1,0,1,Contract,2579,552.87,306.51,299.87,3738.25
29,Female,Poland,Walk-in,2,1,0,Business Analytics,Beginner,14,73,70,46,61.0,0,0,0,Contract,1881,417.47,205.2,188.27,2691.94
38,Male,Germany,Email Campaign,5,3,1,HR Analytics,Beginner,9,87,49,68,64.2,0,0,1,Contract,2867,535.26,269.46,315.44,3987.16
20,Female,France,LinkedIn,4,7,1,HR Analytics,Advanced,14,61,88,82,80.2,0,0,1,Permanent,3079,636.75,257.75,351.3,4324.81
43,Male,Spain,LinkedIn,4,3,1,ML Engineering,Advanced,6,67,61,72,66.6,0,0,1,Contract,2072,509.91,208.59,213.64,3004.14
24,Female,France,LinkedIn,5,4,1,Business Analytics,Advanced,18,72,69,72,70.8,0,0,1,Contract,2193,485.23,194.16,247.8,3120.2
32,Male,Germany,Walk-in,2,0,0,HR Analytics,Beginner,4,80,88,97,90.0,0,1,0,Contract,2589,528.45,262.67,263.26,3643.38
23,Female,France,Referral,2,6,1,HR Analytics,Beginner,10,87,60,89,77.0,0,0,1,Contract,2394,535.77,271.51,248.08,3449.37
35,Female,Germany,Referral,2,6,1,ML Engineering,Advanced,4,94,75,94,86.4,0,1,1,Permanent,3724,907.65,389.65,407.84,5429.13
43,Male,Italy,Website,1,3,0,Python,Advanced,20,82,92,83,86.4,0,1,0,Contract,2364,470.86,249.05,267.3,3351.21
35,Female,Spain,Email Campaign,5,6,1,HR Analytics,Intermediate,12,74,62,46,58.0,1,0,1,Contract,1800,387.64,182.95,185.25,2555.85
42,Female,Germany,LinkedIn,2,7,1,Data Science,Intermediate,16,61,77,90,79.0,0,0,1,Contract,2015,497.92,235.94,208.96,2957.83
21,Male,France,Referral,4,0,0,Data Science,Advanced,14,71,51,49,54.2,1,0,0,Contract,2565,492.65,300.81,266.99,3625.46
36,Male,Spain,Website,3,4,1,Python,Advanced,23,95,64,94,82.2,0,0,1,Permanent,3781,871.05,380.02,396.15,5428.23
39,Female,Italy,Email Campaign,3,0,0,Business Analytics,Intermediate,9,62,93,55,71.6,0,0,0,Contract,2310,515.16,213.05,241.47,3279.68
43,Male,Spain,Website,2,1,0,ML Engineering,Advanced,4,64,96,54,72.8,0,0,0,Contract,2714,617.64,267.01,292.85,3891.51
31,Male,Germany,LinkedIn,3,3,1,Data Science,Intermediate,10,62,59,87,70.8,0,0,1,Contract,1894,387.48,165.65,214.17,2661.3
37,Male,Italy,Walk-in,3,0,0,Data Science,Intermediate,15,78,88,46,69.2,0,0,0,Contract,2292,462.92,241.7,249.28,3245.9
22,Female,France,Referral,1,7,1,Python,Intermediate,23,61,88,59,71.0,0,0,1,Contract,2564,584.32,256.41,296.19,3700.92
20,Male,Italy,Website,4,6,1,Business Analytics,Beginner,22,96,81,83,84.8,0,0,1,Permanent,3061,597.16,257.53,350.13,4265.83
20,Female,Italy,LinkedIn,4,2,1,Business Analytics,Beginner,20,76,46,85,67.6,0,0,1,Contract,1949,408.07,171.33,199.83,2728.23
38,Female,Poland,Email Campaign,1,0,0,Python,Advanced,7,73,68,81,74.2,0,0,0,Contract,2846,549.77,282.28,287.38,3965.43
30,Female,Italy,Referral,1,3,0,Data Science,Intermediate,6,87,87,51,72.6,0,0,0,Contract,2555,461.39,295.11,300.36,3611.86
24,Female,Italy,Walk-in,3,4,1,ML Engineering,Beginner,4,86,68,64,70.0,0,0,1,Contract,2198,544.89,225.64,223.31,3191.84
31,Male,Spain,Website,5,6,1,Data Science,Advanced,21,69,52,78,65.8,0,0,1,Contract,2209,464.37,236.94,227.45,3137.77
22,Female,France,Referral,3,4,1,Business Analytics,Advanced,18,62,42,79,60.8,0,0,1,Contract,1930,478.36,180.57,193.85,2782.79
20,Male,Spain,LinkedIn,1,3,0,Data Science,Advanced,11,95,41,78,66.6,0,0,0,Contract,2654,503.79,272.98,298.75,3729.52
20,Male,Spain,Email Campaign,4,6,1,ML Engineering,Advanced,4,97,55,97,80.2,0,0,1,Permanent,3442,761.08,336.96,384.29,4924.33
27,Male,Germany,Website,3,1,1,HR Analytics,Advanced,23,84,69,66,70.8,0,0,1,Contract,2180,423.07,231.88,261.03,3095.97
29,Male,Spain,Email Campaign,5,6,1,Data Science,Intermediate,17,81,77,75,77.0,0,0,1,Contract,2932,689.91,240.49,345.21,4207.62
30,Female,Poland,LinkedIn,3,1,0,Python,Advanced,7,98,45,67,64.4,0,0,0,Contract,2351,552.15,234.47,254.42,3392.04
31,Female,Poland,Referral,2,4,0,HR Analytics,Intermediate,8,89,84,63,76.6,0,0,0,Contract,2944,553.13,270.38,316.28,4083.78
32,Male,Germany,Website,3,4,1,Python,Beginner,16,80,46,48,53.6,1,0,0,Contract,2094,510.61,194.84,221.83,3021.28
31,Male,France,Email Campaign,1,3,0,Python,Advanced,18,89,44,68,62.6,0,0,0,Contract,2943,569.84,348.56,303.27,4164.67
33,Female,France,Website,4,1,1,Python,Beginner,9,87,95,64,81.0,0,0,1,Permanent,3551,791.55,310.03,364.91,5017.48
21,Male,Spain,Referral,4,4,1,Data Science,Intermediate,4,90,46,83,69.6,0,0,1,Contract,1968,490.02,181.94,202.01,2841.97
38,Male,Spain,Website,1,1,0,Business Analytics,Intermediate,22,85,73,72,75.0,0,0,0,Contract,2509,606.6,251.89,256.63,3624.11
37,Male,Spain,Email Campaign,2,4,0,HR Analytics,Beginner,16,81,71,98,83.8,0,0,0,Contract,2966,732.48,339.67,310.87,4349.02
22,Female,France,LinkedIn,1,6,0,ML Engineering,Advanced,9,80,88,83,84.4,0,0,0,Contract,1836,374.51,177.48,194.86,2582.85
42,Female,Italy,Email Campaign,3,0,0,Business Analytics,Advanced,18,60,52,61,57.2,1,0,0,Contract,2030,380.4,222.8,242.04,2875.24
36,Male,Poland,Website,1,7,1,Data Science,Beginner,19,96,69,63,72.0,0,0,1,Contract,2053,396.61,234.57,229.05,2913.22
27,Male,Italy,LinkedIn,1,2,0,Python,Beginner,19,72,64,98,79.2,0,0,0,Contract,2128,457.59,196.63,254.83,3037.05
29,Female,Italy,LinkedIn,2,7,1,ML Engineering,Beginner,13,80,60,92,76.8,0,0,1,Contract,2779,654.53,265.98,298.6,3998.11
21,Female,France,Email Campaign,3,6,1,HR Analytics,Advanced,12,68,99,79,84.8,0,0,1,Permanent,2763,526.38,260.45,301.59,3851.42
38,Male,Italy,Walk-in,5,5,1,Business Analytics,Advanced,12,76,98,76,84.8,0,0,1,Permanent,3995,903.59,452.69,425.43,5776.72
28,Female,Germany,Website,5,7,1,Business Analytics,Advanced,20,80,60,91,76.4,0,0,1,Contract,2721,551.41,222.51,282.05,3776.97
26,Male,Spain,LinkedIn,4,0,0,ML Engineering,Beginner,20,90,67,90,80.8,0,0,0,Contract,2635,537.23,243.31,271.04,3686.59
23,Male,Germany,Website,1,5,0,Data Science,Advanced,20,98,87,91,90.8,0,1,0,Contract,1877,424.83,201.17,223.18,2726.18
40,Female,Poland,Referral,4,4,1,HR Analytics,Intermediate,15,81,97,90,91.0,0,1,1,Permanent,3786,805.24,388.51,453.32,5433.08
37,Male,Spain,Website,2,2,0,ML Engineering,Beginner,16,71,59,83,71.0,0,0,0,Contract,2200,521.05,214.39,221.98,3157.42
32,Female,Italy,Referral,5,2,1,Python,Advanced,15,65,73,79,73.8,0,0,1,Contract,1908,364.26,193.85,196.54,2662.65
30,Male,Poland,Referral,1,4,0,HR Analytics,Beginner,17,75,44,74,62.2,0,0,0,Contract,2591,609.65,227.76,281.05,3709.46
43,Male,Spain,LinkedIn,2,4,1,Business Analytics,Intermediate,13,85,57,61,64.2,0,0,1,Contract,2062,380.43,200.49,213.88,2856.8
23,Female,Italy,Referral,2,1,0,ML Engineering,Intermediate,22,64,99,86,86.8,0,1,0,Contract,2128,411.95,212.94,228.29,2981.18
44,Male,Germany,LinkedIn,1,4,0,Business Analytics,Beginner,5,68,78,91,81.2,0,0,0,Contract,2162,488.46,250.89,221.78,3123.14
40,Female,Spain,Referral,2,3,0,Business Analytics,Beginner,7,99,82,73,81.8,0,0,0,Contract,2058,493.6,186.11,224.59,2962.3
44,Male,Italy,Website,1,7,1,Business Analytics,Intermediate,22,73,96,50,73.0,0,0,1,Contract,1884,372.44,216.12,198.64,2671.2
23,Male,Germany,Email Campaign,1,4,0,Data Science,Beginner,10,89,96,61,80.6,0,0,0,Contract,2107,427.52,222.86,225.53,2982.9
